2016,1,42.977279923500083089206077365700758589,67420.47320209355938532518718091770
4032,1,43.977279923499999779777762287819491647,134840.9464041871187706503743618354
6048,1,44.562242424221128191422062871404494537,202261.4196062806781559755615427531
8064,1,44.977279923499958125063604747074822850,269681.8928083742375413007487236708
10080,1,45.299208018387312141991092668270956441,337102.3660104677969266259359045885
12096,1,45.562242424221100421612624510507151935,404522.8392125613563119511230855062
14112,1,45.784634845557544380485220832190767986,471943.3124146549156972763102664239
16128,1,45.977279923499937297706525976251479621,539363.7856167484750826014974473416
18144,1,46.147204924942247346463217334037070023,606784.2588188420344679266846282593
20160,1,46.299208018387295480105429651540120445,674204.7320209355938532518718091770
22176,1,46.436711542137228873717594812700541586,741625.2052230291532385770589900947
24192,1,46.562242424221086536707905329858032264,809045.6784251227126239022461710124
26208,1,46.677719641641021447581385257034520066,876466.1516272162720092274333519301
28224,1,46.784634845557532479138318677324120714,943886.6248293098313945526205328478
30240,1,46.884170519108446107597280923201562637,1011307.098031403390779877807713766
32256,1,46.977279923499926884027986590727055799,1078727.571233496950165202994894684
34272,1,47.064742764750265679712726755327800228,1146148.044435590509550528182075602
36288,1,47.147204924942238089860071213559779495,1213568.517637684068935853369256520
38304,1,47.225207436943510733556473479070530925,1280988.990839777628321178556437438
40320,2,47.369597346278684693476423569627903955,1350425.464042040483128466527562535
42336,3,47.562242424221079594255545739483360337,1421041.221645813620604883251171804
44352,4,47.784634845557526528464867599853980030,1492493.694848161123123147706349789
46368,4,47.977279923499921677188716897936655837,1563946.168050508625641412161527774
48384,6,48.225207436943506348849720053559077697,1636577.925654338194925145440807749
50400,7,48.469133019829594883768502970734287140,1709658.026379590104914430395103794
52416,11,48.784634845557523553128142061109705426,1784052.713725164265426357878064043
54432,12,49.064742764750258328880816600791593538,1858700.471329022050613748928301991
56448,11,49.281060671677021503876184561879668264,1933095.158674596211125676411262240
58464,16,49.547135531830866065895987427735199357,2008579.631877007199427171064152135
60480,17,49.784634845557522065459779291735267058,2084240.430167380116794985108566260
62496,19,50.010702925037368021266710841879825576,2160224.725236896714808979538419530
64512,23,50.244066464194818915931407037722310588,2236764.699342725081647723598713748
66528,45,50.613904544043566146187848189128287114,2315256.748387350331852914156516270
68544,181,51.547135531830864750483961400076766060,2397796.910898140353421342710524491
70560,244,52.262682142362165079217397249117518987,2481205.750573097894716556124225124
72576,352,52.908017261062802917537691057385429805,2565680.437918701874308485965652245
74592,511,53.515468855552335249202031593485152741,2651239.224954703606549341710871022
76608,623,54.020307207094464031344961478270577075,2737374.404276831601048690338044717
78624,712,54.4397821960971806940059673909462652505,2823897.956076091533602997734930904
80640,917,54.8457166793580853773811748548293743718,2911157.437572490944237778693890254
82656,1318,55.2813459866272005962578311347941577636,2999472.006239419069881785574843818
84672,1378,55.6290043566079806236160164364196356930,3087916.053550022825740023714427739
86688,2149,56.0447142842564383923374227304546205724,3177652.537483589229938946729383074
88704,3091,56.4884148529843030936278375067139080059,3268446.228290759448910809905503516
90720,4536,56.9619653914706787006283104503003448888,3360355.466621875057822682308986350
92736,6866,57.4714479894922469132177437922050914667,3453470.372174492988037824833752323
94752,8078,57.9044560199530826467569677056918068939,3547058.086757222518915928766129302
96768,12251,58.3828867828607724181887127656694504332,3641857.073539963195311812492001111
98784,14484,58.7983064596161576221043281677189620660,3737143.046424731296308872070630923
100800,16307,59.1563531587280589081418788830354185516,3832773.818434129228219021123024091
102816,18437,59.4765341145525319172801137628308578817,3928761.649306327469290697245018855
104832,22012,59.7841064180902042090250336165323875088,4025264.943777231595718674857612849
106848,25997,60.0789581474140873541397069678969283337,4122252.188956890495475696147265223
108864,36459,60.4115009023686754846807265623687533623,4220223.100699518194420815489858735
110880,55589,60.8053358093397806828318257455293034694,4319420.797708858290430859272685297
112896,76192,61.2139808694506872801941885651220536098,4419535.452352315429698769829623660
114912,68977,61.5047722019117345154008200960064859063,4519360.762324805893292902441499790
116928,82345,61.7891970560663494040703257552815068557,4619701.292685171104831573013761882
118944,92347,62.0530306391140790484370236220065145271,4720375.237274960233375743192989074
120960,109670,62.3142353379432811942954370415303144409,4821549.214243764857254021472462734
